file_name,utterance,context,sarcasm
1_340.wav,"Sure, cut the foreigner in half. There's a billion more where he came from.","[""And I cannot believe people pay for horoscopes, but on a more serious note, it's 8:13 and we're still not playing Halo."", ""Fine. We'll just play one-on-one until he gets back."", ""One-on-one? We don't play one-on-one."", 'We play teams, not one-on-one.', 'One-on-one.', 'The only way we can play teams at this point is if we cut Raj in half.']",True
1_410.wav,"Leonard, may I present, live from New Delhi, Dr. and Mrs. V. M. Koothrappali.","['Do you really need the Honorary Justice League of American membership card?', ""It's been in every wallet I've owned since I was five."", 'Why?', 'It says, ""Keep this on your person at all times.""', ""It's right here under Batman's signature."", ""and this is Leonard and Sheldon's apartment."", 'Guess whose parents just got broadband.']",False
1_427.wav,"Well, I'm sorry, too, but there's just no room for you in my wallet.","['This is Dr. Sheldon Cooper.', 'Yeah, I need to cancel my membership to the planetarium.']",True
1_430.wav,"I've got some feelers out. In the meantime, listen to this.","[""but it was between you and the Museum of Natural History, and frankly, you don't have dinosaurs."", ""I'll miss you, too. Bye-bye."", ""Okay, I know you're texting about me and I'd really like you to stop."", 'Oh, dear, I am rightly and truly screwed.', 'Hey, I thought you were finding new friends.']",False
1_467.wav,That woman looks exactly like the pictures of Princess Panchali in the book. How often does one see a beloved fictional character come to life?,"['When I was a little boy and got sick, which was most of the time, my mother would read it to me.', ""It's about an Indian princess who befriends a monkey who was mocked by all the other monkeys because he was different."", 'For some reason, I related to it quite strongly.', 'I know the reason.', 'We all know the reason.', 'Sheldon, what are you getting at?']",False
1_506.wav,Not to mention you'd have to power down on saturdays.,"[""I'm with you. I just have to make sure if I'm a synthetic human I'd still be Jewish."", 'I promised my mother.', 'I suppose you could have your android penis circumcised.', ""But that's something your rabbi would have to discuss with the manufacturer.""]",False
1_507.wav,"Well, there's always the possibility that a trash can spontaneously formed around the letter but Occam's rasor would suggest that someone threw it out.","['I promised my mother.', 'I suppose you could have your android penis circumcised.', ""But that's something your rabbi would have to discuss with the manufacturer."", ""Not to mention you'd have to power down on saturdays."", 'Sheldon, why is this letter in the trash?']",True
1_533.wav,"Technically, yes. But, if you'll notice... It's reversible!","[""Because it's not a costume, it's a flight suit."", 'Ok, alright, moving on.', 'Oh, wow. A paisley shirt.', 'It goes with my corduroy suit.', 'If you mean it should end up in the same place, then I agree.', 'Is this your only tie?']",False
1_536.wav,Just the latest copy of Applied Particle Physics quarterly.,"['Hey Sheldon.', 'Hello Penny.', 'Get anything good?']",True
1_537.wav,"Oh, you know, that is so weird that yours came and mine didn't.","['Hey Sheldon.', 'Hello Penny.', 'Get anything good?', 'Just the latest copy of Applied Particle Physics quarterly.']",True
1_672.wav,Do you think Penny will come here and take care of us?,['I want grilled cheese.'],False
1_971.wav,"- Now?! - No, after my tongue has swollen to the size of a brisket!","['Take that!', ""What's the matter?"", 'This granola bar has peanuts in it!', 'Oh, my God. Why did you eat it?', ""I don't know. It was just there!"", 'If I had a gun there, would you have shot yourself?', ""Don't yell at me! I've got to go to the emergency room!""]",True
1_1001.wav,"What else? Sell it on eBay as ""slightly used.""","[""Or maybe she just doesn't want to talk."", 'Look, I found an iPod!', ""It's smashed beyond repair. What are you gonna do with it?""]",False
1_1003.wav,"Good idea, sit with her. Hold her, comfort her. And if the moment feels right, see if you can cop a feel.","[""It's smashed beyond repair. What are you gonna do with it?"", 'What else? Sell it on eBay as ""slightly used.""', ""It was Penny's boyfriend's, they broke up."", 'Apparently, he posted intimate details of their physical relationship on his blog which I cannot find anywhere.', ""I'm gonna go back and try talking to her again.""]",True
1_1144.wav,"Notify the editors of the Oxford English Dictionary. The word ""plenty"" has been redefined to mean ""two.""","[""Are you saying that you've been holding back?"", 'Of course. Out of respect.', 'So, how do you explain the ten years before Penny?', 'Who were you respecting then?', ""Well, I've dated plenty of women."", 'There was Joyce Kim, Leslie Winkle']",True
1_1180.wav,"Oh, please. The only way she could make a contribution to science would be if they resumed sending chimps into space.","['Pastries such as bear claws?', 'Yeah, sure.', ""I don't like bear claws."", 'Hey, Penny.', 'Dumbass.', 'Leslie Winkle.', 'Of all the overrated physicists in all the labs in all the world, why does it have to be Leslie Winkle?', ""They have a lot in common. I mean, they're both scientists.""]",True
1_1185.wav,I think tonight was a very good start.,"[""I'm sorry about all of Sheldon's interruptions.\nHe can be a bit of an eccentric."", 'If by ""eccentric"" you mean passive-aggressive East Texas blowhole, I agree.']",False
1_1189.wav,"I'm sorry, I am not going back to the Renaissance fair.","[""That's enough."", 'Call me.', 'Right.', 'Okay, good night.', 'What?', 'Had a great time. Ciao.']",False
1_1262.wav,You were very clear. As was everyone else at the table.,"['Leonard, this is Tom.', 'Hi, Tom. Sheldon?', ""Didn't I explain to you about your little mistake in the cafeteria?""]",False
1_1296.wav,"They gave him an assistant? If I want a new pen, I have to go to the bank with wire cutters.","[""They're going to digitally add a supernova.\nThey say it's the perfect metaphor for my incandescent talent."", 'Right, a ball of hot, flaming gas that collapses upon itself.', ""Excuse me. Oh, it's my assistant, Trevor."", 'Go for Koothrappali.']",True
1_1466.wav,"Maybe when I publish it, I'll include an inhaler.","[""Excuse me, Dr. Cooper. I'm Kathy O'Brien."", 'I just finished reading your paper reconciling the black hole information paradox with your theory of string-network condensates, and it just took my breath away.']",True
1_1470.wav,I don't know. It just died. I'm getting a bunch of static.,"['Hey, guys, I need to use your TV.', ""What's wrong with your TV?""]",False
1_1478.wav,"Sadly, Mrs. Giselle Wolowitz is sensitive to chlorine. Lucky for her I like my fashion models pruny and bug-eyed.","['Did I miss anything? Did they kick Giselle off?', 'Not yet, but her underwater photo shoot was an embarrassment.']",True
1_1484.wav,The big deal is that nobody touches food on my plate.,"['Who touched my…', 'Penny! Penny did it.', 'Why would you do that?', ""I don't know. I was hungry?\nWhat's the big deal?""]",False
1_1549.wav,On a dusty highway just outside Bakersfield. Where do you think? On Mars!,"['Will you at least stipulate that Star Trek IV: The Voyage Home is inarguably the best?', 'I have three words for you: Wrath of Khan.', ""Thank God, you're here."", ""What's the emergency?"", 'I got the Mars Rover stuck in a ditch.', 'Where?']",True
1_1560.wav,How nice. Maybe they can carpool when they visit you in federal prison.,"['So my friend Leonard is gonna take you home.', ""Okay. Let's go, friend Leonard."", ""I'll call ya."", 'So are you a scientist like Howard?', ""No one's a scientist like Howard."", 'My mother is so gonna love her.']",True
1_1627.wav,"What do you think I did? I discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!","[""So, we're all standing around looking at the post-op X ray and there it is, clear as day, right in the guy's chest cavity...one of my earrings."", 'Oh, my God, what did you do?']",False
1_1638.wav,The blunt instrument that will be the focus of my murder trial?,"['What, Sheldon? What, Sheldon?! What, Sheldon?!', 'Tell me what you see here.']",True
1_1666.wav,Would it work if I just punched you in the face?,"['it will establish you as the ""alpha"" male.', 'You see... when a female witnesses an exhibition of physical domination, she produces the hormone oxytocin.', 'If the two of you then engage in intercourse, this will create the biochemical reaction in the brain which lay people naively interpret as ""falling in love.""', 'Huh']",False
1_1678.wav,Answering the question once and for all why Wolowitz bailed out of medical school.,"['Can you open this for me?', 'Can I see your stitches?', 'Sure.']",False
1_1722.wav,My aunt Marion gave them to me for my 12th birthday.,"['What are you doing here?', ""Hang on. 130 over 80. It's a little high."", 'We can attribute that to the stress of sneaking past the security desk.', 'Where did you get the stethoscope and the blood pressure cuff?']",False
1_1732.wav,You were right. Your larynx is terribly inflamed. I've never seen anything like it.,"['Oh no', 'What?']",True
1_1772.wav,"""Dave."" Sounds like Leonard's got a new BFF.","['There are always do-overs when my people play sports.', ""Where were you that's more important than Wii bowling night?"", 'Actually...', ""It's rhetorical.\nThere is nothing more important than Wii bowling night."", ""Come on, it's just a video game. And we suck at it."", 'Nice motivational speech from the team captain.', 'Where were you?']",True
1_1798.wav,"If you don't like this stuff, let's go next door and build her a bear.","[""You're kidding. You've got lotions and bath oils and soaps. That's the estrogen hat trick."", 'What it is is a cacophonous assault of eucalyptus, bayberry, cinnamon and vanilla.', ""It's as if my head were trapped in the pajamas of a sultan.""]",True
1_1803.wav,"- Maybe I heard you wrong. A lot of words sound like ""yoga.""","['Leonard. Come, join us.', 'Hey, Dave.\nAnd Penny, what a surprise.', 'Dave was just showing me around the university. This place is unbelievable!', ""I know, I've been offering to show you around for a year and a half. You always said you had yoga.""]",True
1_1931.wav,Why don't you just lie down on the floor and swim there?,"['Where are we going?', ""You're driving me to the mall."", ""I'm going to acquire a book that summarizes the current theories in the field of friend-making.""]",True
1_1973.wav,I hope I'm a waitress at the Cheesecake Factory for my whole life.,"['Ask me why.', 'Do I have to?', ""Of course. That's how you move a conversation forward."", 'Why?', 'The learning opportunities would be abundant.', 'Additionally, I like having my belly scratched.']",True
1_1987.wav,"When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.","['Hey.', 'Hey.', 'A little mood lighting, huh?']",True
1_2075.wav,There's no hurry. Tell them more about their secret love for each other.,"['Say what?', ""That's basically what I just said."", 'You brought your husband to work. You know the rules.', 'Mesa thinking yousa looking pretty sad now too, betcha, betcha.', ""Leonard, it's 1:00. Weren't you going to show me your laboratory at 1:00?""]",False
1_2119.wav,"Kind of makes you feel more alive, doesn't it?","['but wait to be captured or killed.', ""That's the worst part, the waiting."", ""All the while knowing that there's a paint pellet out there with your name on it."", 'The big wet ball of death.']",True
1_2198.wav,"Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation.","['See, by attaching RFID tags to my clothing, it will enable my laptop to read and identify the items with this wand.', 'I will then cross-reference them against destination, anticipated activity spectrum, weather conditions, duration of trip, et cetera.', 'That does sound much simpler.', 'How long is this going to take?']",True
1_2216.wav,"Excuse me, but what about me? Why don't I get a shot?","[""Unlike you, I can actually talk to women when I'm sober."", 'You fail to take into account that even mute, I am foreign and exotic, while you, on the other hand, are frail and pasty.', 'You know the old saying, ""Pasty and frail never fail.""']",False
1_2354.wav,"So? Do cocaine smugglers write ""cocaine"" on the box?","[""They're here."", ""Stay calm. We don't know anything about them yet."", 'What are you doing?', ""I'm checking for musical instruments."", 'Does that sound like castanets to you?', 'The box says ""kitchen.""']",True
1_2361.wav,Thank you so much for giving me the opportunity to help.,['Thanks so much for helping me.'],False
1_2420.wav,You know this can go on all night. Why don't you just come with us?,"['Or pick out his career for him without knowing his aptitude. Or pick out a new breakfast cereal without knowing his fiber requirements.', 'Or his feelings about little marshmallows.', 'Spider-Man. Get him Spider-Man.', 'Amazing Spider-Man, Ultimate Spider-Man, Spectacular Spider-Man, The Marvelous Adventures of Spider-Man, Spider-Man 2099?', 'You know this can go on all night.']",False
1_2423.wav,Provided he has already read and is familiar with the reestablishment of the DC multiverse.,"[""Everybody's staring at me."", ""Don't worry, they're more scared of you than you are of them."", 'Unlikely.', 'Here, what about this one for my nephew?', 'A superb choice.', 'Oh, great.']",False
1_2464.wav,"You think ""coffee,"" means coffee. That is so sweet.","[""Come on. I think it's nice that Captain Sweatpants showed up to your art opening."", ""Yeah, it would have been nicer if he hadn't touched all the cheese."", ""You know, it's kind of early.\nDo you want to maybe come in for some coffee?"", ""Gee, it's a little late for coffee, isn't it?""]",True
1_2575.wav,"You don't really believe in that superstition, do you?","['This thing has to hold up against a hearty potato-based diet.', 'I feel terrible', ""Maybe if you were helping, you'd feel better about yourself."", ""I deliberately tried to sabotage Stuart's date with Penny."", 'Of course you feel terrible. You completely screwed up your karma.']",False
1_2580.wav,"Okay, here's an idea. What if I change my name and go live with my cousin and her husband, Avi, in Israel?","[""It's actually a very elegant system. You know, what goes around comes around."", 'Speaking of what goes around comes around...', 'Okay, look. Instead of trying to reinforce this structure here, what if we just ran another line, bypass it entirely?', ""It won't work. The diameter of the tubing is insufficient."", 'What if we reposition the collection tank?', ""It won't work. No way to mount it.""]",True
1_2614.wav,Hardly a day goes by when I don't think about it.,"[""You went to President Seibert's house in the middle of the night?"", ""He didn't respond to my e-mail, his phone number is unlisted. Tell me what my other option was."", 'You could have waited until morning.', ""I know, look who I'm talking to."", 'Do you remember the grant proposal I submitted to the National Science Foundation to detect slow-moving monopoles at the magnetic North Pole?']",True
1_2616.wav,"Sure, maybe a tableau of me trying to pummel you to death.","[""Of course not. I'm a theoretical physicist.\nA career I chose in no small part because it's indoors, but if I'm able to detect slow-moving magnetic monopoles there, I will be the scientis to confirm string theory."", 'People will write books about me.', 'Third-graders will create macaroni-art dioramas depicting scenes from my life.']",True
1_2664.wav,"Terrific, it's just that... I don't think Penny wants me to go.","[""I don't think I can go to the North Pole."", ""I know you're concerned about disappointing me but I want you to take comfort from the knowledge that my expectations of you are very low."", ""Yeah, that's very comforting."", ""Comforting is a part of leadership.\nIt's not a part I care for, but such is my burden.""]",False
1_2669.wav,What did you mean when you said you were going to miss me?,"['What time is it?', ""It's 7:00 a.m. I'm sorry it's early, but we're leaving soon, and I needed to talk to you.""]",False
1_2778.wav,"Ooh, big talk from a man who was once treed by a chicken.","[""Don't push me, Sheldon.\nI may be small, but I took kung fu when I was 13, and I remember a good deal of it."", 'Oh, really?', 'Well, I grew up with an older brother and a very contentious twin sister.', 'And I believe I could easily best you in any physical confrontation-- be it noogies, swirlies or the classic ""Why are you hitting yourself?""']",True
1_2792.wav,"No, I mean, we can always go back to being friends.","[""like Mrs. Riley' s chicken."", ""What's Mrs. Riley's chicken?"", 'A chicken that was owned by Mrs. Riley.', 'Okay, forget the chicken.', 'Well, I wish I could.', 'No, no. You may be right about me and Leonard.', ""Of course I'm right What are the odds I'd be wrong twice in one week?""]",False
1_2797.wav,It's an iCal download. She can put it right in her phone.,"['Alright, want some French toast?', ""It's oatmeal day."", ""Tell you what, next French toast day, I'll make you oatmeal."", 'Dear Lord, are you still going to be here on French toast day?', 'Morning.', 'Look, Leonard, Penny made French toast.', ""Sorry, I haven't given her your schedule yet.""]",True
1_2819.wav,"You know, I've always wanted to go to a Goth nightclub.","['Howard, what did you do?', ""They're called tattoo sleeves. Look."", 'I got them online. Raj got a set, too.', 'Fantastic, right?', 'Put them on, have hot sex with some freaky girl with her business pierced, take them off, and I can still be buried in a Jewish cemetery.']",True
1_2830.wav,"No, I'm behind on my Wiki-reading. I'm kind of on a John Grisham kick right now.","[""I think we're fitting in quite nicely."", ""It'd help if you weren't drinking light beer."", ""What's so gothic about vodka and cranberry juice?"", 'Hello? It looks like blood.', 'Did you even read the ""Wiki how"" link I sent you on being Goth?']",False
1_2837.wav,"- Chocolate? - No, I don't want any chocolate!","[""You'll never guess who they got to replace you at work."", ""Okay, I know what you're doing."", 'Really?', ""Yes, you're using chocolates as positive reinforcement for what you consider correct behaviour.\nVery Good.""]",False
1_2842.wav,"Oh, you know, Goth stuff. Goth magazines, Goth music.","['So, what do you guys do?']",False
1_2853.wav,"Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning.","[""My God, she didn't!"", 'What could she possibly be talking about for so long?']",True
1_3064.wav,When I have enough to destroy all the human toast on the Battlestar known as Galactica.,['When are you going to stop making Cylon toast?'],True
1_3069.wav,Seems like an awful lot of trouble to go through for intercourse.,"[""Am I correct in assuming that your attempt to be accepted by Penny's peers is based on your desire to ensure your continuing mating privileges with her?"", ""Well, I wouldn't put it exactly that way."", 'How would you put it?', 'Yeah, okay, like you said.']",False
1_3125.wav,"But if she dumps you, she'll have a new boyfriend by tomorrow morning and you'll have a new girlfriend when you figure out how to build one.","['Let me ask you something.', ""Do you think it's okay for Penny to have an ex-boyfriend sleep on her couch?"", ""No, I mean, she's obviously way out of line."", 'Thank you!']",True
1_3177.wav,"Not a great movie, but look at that beautiful desert.","['We did it. We have the west coast feed of hbo.', 'Ooh,real sex.', ""Big deal. Every time I watch that show, it's old women putting condoms on cucumbers."", ""All right,let's see what's on the east coast feed."", 'Dune.']",False
1_3204.wav,Right. That was so good! Sweety and meaty at the same time.,"['Anything?', 'No. that was the last pudding cup.', 'No! What about slim jims', 'Thats what he used to eat his pudding, remember?']",False
1_3256.wav,"I'm sorry, fiddling with yourself in the bathtub is a real class act.","['So nice you could join me this evening.', ""You're looking lovely as always."", 'Thanks, Howard.  Always nice to be part of your masturbatory fantasies.', ""Come on, Katee. Don't make it sound so cheap.""]",True
1_3259.wav,"No, I mean Princess Leia. Of course I mean Bernadette. She's a wonderful girl and she really likes you.","['Thank you.', 'So, shall we get started?', 'Sure.\nBut can I ask you a question first?', 'Do you want to play Cylon and colonist?', ""I want to know why you're playing make-believe with me when you could be out with a real woman tonight."", 'You mean, Bernadette?']",True
1_3287.wav,"Oh, sure. And while we're at it, why don't we put our hands behind our backs, have an old-fashioned eating contest?","['I told my girlfriend Bernadette she could join us for dinner.', 'Sure. The more, the merrier.', ""Wa- no, that's a false equivalency. More does not equal merry."", ""If there were 2,000 people in this apartment right now, would we be celebrating?\nNo, we'd be suffocating."", 'Sheldon...', 'Don\'t ""Sheldon"" me. We ordered for five people, not six.', ""Oh, come on, it's fine. We'll just put it all on the table, you know, family style.""]",True
1_3293.wav,Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.,"['I am.\nAre you interested in physics?', ""Oh, I find it fascinating. If I hadn't gone into microbiology, I probably would have gone into physics.\nOr ice dancing."", ""Actually, my tests of the Aharonov-Bohm quantum interference effect have reached an interesting point. Right now, we're testing the phase shift due to an electric potential."", ""That's amazing."", 'Yes.']",True
1_3333.wav,"Okay, I got a bone to pick with you.","[""That's why Leonard does it."", 'Okay, I just have one question. What exactly are sub-atomic particles?', 'A good question.', 'Thank you.', 'And to answer it, we first must ask ourselves: ""What is physics?"" Oh, balls. It\'s a warm summer evening in ancient Greece.']",False
1_3348.wav,"Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on.","['Should I give him another chance?', ""It's up to you. He didn't call your experiment stupid."", 'Come here, tushy face.', '""Tushy face. "" Raj, you should\'ve seen Leonard\'s experiment.']",False
1_3371.wav,"I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery.","['Thank you for driving me back to my hotel.', ""Oh,it's not a problem.""]",False
1_3419.wav,"Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.","['So, what should we talk about?', 'Well, we could always learn more about why people who believe in psychics are idiots. Leonard?']",True
1_3476.wav,Don't you think looking for a new city to live in is a bit of an overreaction?,"['My new computer came with Windows 7.', 'Windows 7 is much more use r- friendly than Windows Vista.', ""I don't like that.""]",False
1_3545.wav,"I understand your point, but given a choice, Jews always go with Chinese food.","[""There's a 39.95 lover's special at P.F. Chang's."", 'Egg rolls, dumplings, bottomless wok, and you get your picture taken on the big marble horse out front.', ""Given that Saint Valentine was a third century Roman priest who was stoned and beheaded, wouldn't a more appropriate celebration of the evening be taking one's steady gal to witness a brutal murder?""]",True
1_3573.wav,"Well, I always figured it was to study us, discover our weaknesses, and report back to your alien overlords.","['Hello.', 'Hello', 'Alright dispense with the friendlt banter', ""I believe you know why I'm here.""]",True
1_3599.wav,Why don't you keep that stuff in the bathroom?,"[""That's a great idea. I'm going to get him to sign a Batman as well."", 'What is it about the word ""unique"" you don\'t understand?', 'Damn, paper cut. Nothing worse than a paper cut.', ""Well, obviously you don't remember your circumcision."", ""There's Neosporin and Band-Aids in my top desk drawer.""]",False
1_3649.wav,"Oh, no, no, I said I'm inviting you to come with me to Stan Lee's house.","[""Hi. I'm Penny. This is my friend, Sheldon."", ""We're not friends at the moment. Depends on how this goes."", 'Right, right. Anyway, Sheldon here is a huge fan of yours, and he was supposed to meet you the other day at the comic book store, but he kind of ended up in jail.', ""I see. And you thought you'd just come over to my house uninvited?"", 'You said we were invited.']",False
1_3660.wav,There a new girlfriend in there? 'Cause you might need one.,"['Leonard, what do the two of you talk about after the coitus?', 'My guess is, ""Hey, four minutes! New record!""', ""That's why I'm the funny one."", 'Anyway, we followed the guy to this garage sale, and they had the coolest stuff.', 'They were closing up. We got this whole box for 60 bucks.', ""We didn't even get to go through it all. There could be anything in here.""]",True
1_3707.wav,"Oh, I'm so glad you asked it like that. You.","[""Hey, Sheldon. I was up in the administration office, and I happened to overhear the name of the winner of this year's Chancellor's Award for Science."", 'And you want to rub my nose in the fact that my contributions are being overlooked again?', 'I am the William Shatner of theoretical physics.', ""All right, I'll play. What self-important, preening fraud are they honoring this year?""]",True
1_3766.wav,Can we please talk about something else? Maybe something vaguely related to life as we know it on this planet?,"[""I honestly don't care."", ""Really? Because every time we've talked about unusual animal genitals, you've always had some pretty strong and controversial opinions."", ""What do you want from me? I just don't give a rat's ass."", ""Would that be a giant rat's ass?"", 'For the record, giant rats are possible.']",True
1_3837.wav,"Excuse me, I'm thirsty, so I'm going to go to the refrigerator and get myself a refreshing beverage.","[""Oh, there it is: now that you don't have a girlfriend, you want to hang out with me again."", ""I never stopped hanging out with you. Oh, please, we all know I'm the friend you call when you have no other options. If we were the Justice League, I'd be Aquaman."", 'I wish you were Aquaman. Then I could send you to scoop my mom out of the old lady tank.']",False
1_3840.wav,"I read a study online that walking after a meal not only aids in digestion, but increases serotonin, and you know me, if there's one thing I like more than a refreshing beverage, it's serotonin. Bye-bye.","['Ah…I do so love beverages.', ""Now I think I'll take my after-dinner walk."", 'Since when do you take after-dinner walks?', 'Yeah, since when do you take walks?']",False
1_3842.wav,"So what, you're just gonna walk up and down the stairs?","[""I've missed you."", 'All right, say hello to your mother for me.', 'Okay.', 'What?', 'You said you were going for a walk.', ""I didn't say outside.""]",False
1_3911.wav,"That's very thoughtful, but I think I'll finish my coffee first.","['And shake twice for Texas.', 'Something his mother taught him.', 'All right, Elizabeth, the bathroom is yours. The seat is down, and has been sanitized for your protection.']",False
1_4031.wav,"In 1917, when Albert Einstein established the theoretic foundation for the laser in his paper <i>""Zur Quantentheorie der</i> <i>Strahlung,""</i> his fondest hope was that the resultant device be bitchin'.","[""Happy now? I'm moving the dirty sock."", 'Thank you. Raj, keep an eye out for the other one.', 'Hey, guys, this is my friend Zack.', 'Hey.', 'Hello.', ""Whoa! Is that the laser? It's bitchin'."", 'Yes.']",True
1_4145.wav,A lot of people are working on that research. So what is all this?,"['And this is a schematic for a bird-trapping device that will ultimately backfire and cause me physical injury?', ""What I'm doing here is trying to determine when I'm going to die.""]",True
1_4281.wav,It was the kind of thing that makes it kind of hard to face her now.,"['You never told me what happened between you and Bernadette.', 'I did a stupid thing.', 'Yeah, I guessed that.']",False
1_4286.wav,"All right, all right. He can buy his own desk.","['and a super executive ant farm with glow-in-the-dark sand?', '- What if he buys his own desk?', 'Yeah, what if I buy my own desk?', ""- That's ridiculous."", '- Why?', 'Because…', 'Yes?', ""It's my office.""]",False
1_4290.wav,I just have a question. Does Bernadette ever talk about me?,"['Would you have opened the door if you knew it was me?', 'Not since I found out the teddy bear you gave me had a webcam in it.']",False
1_4352.wav,He does it all the time. He's a cornucopia of social awkwardness.,"['Right.', ""That's not true of all bars. Juice bars, for example."", 'Oh! Good point, Amy.\nYeah, building on your premise, Leonard could frequent sushi bars, salad bars, oyster bars, the Apple Genius Bar... What are you doing?', ""Keep going. I'm listening."", 'That was rude.']",False
1_4477.wav,I just want to ask you a few questions about Howard Wolowitz.,"[""Yes.\nI'm Special Agent Page, FBI."", ""You say you're Special Agent Page, FBI."", ""Here's my I.D."", ""And here is my Justice League membership card. But that doesn't prove I know Batman.""]",False
1_4544.wav,"Yes. In fact, our menses are synchronized. Penny. Bernadette tells me you're planning a girls' night.","[""Besides, Penny and I are having a girls' night tonight."", ""Girls' night? What does that entail?"", 'Oh, you know, girls get together, hang out, share girl talk.', ""I'm a girl."", ""Oh. Well, maybe you can join us. I'll ask Penny."", 'No need. Penny and I are very close.', 'You are?']",False
1_4552.wav,"...so anyway, to make a long story short, turns out I have an unusually firm cervix.","[""And here's where we are. The runts in a large litter.\nunlikely to ever reach the nourishing teats of Indiana Jones."", ""So I guess it's a good thing we stopped for dinner."", 'You know, guys, when facing disappointment, Eat, Pray, Love  teaches us', 'Oh, shut up.']",False
1_4576.wav,"Bernadette dared me to tell a dirty story. ""The Miller's Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks.","['""And Absolon hath kist hir nether ye, ""and Nicholas is scalded in the towte.\nThis tale is doon, and God save al the rowte.""', 'What the hell was that?']",False
1_4603.wav,Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.,"['to bring us all with you to the year 7010 where we are transported to work at the thinkatorium by telepathically controlled flying dolphins?', 'No, Penny kissed me.']",False
1_4639.wav,"Well, I'm just glad you finally found yourself a keeper.","[""and pump it into his mom's Camry."", ""Yeah, that's great. It's a funny story. Moving on."", 'And Donnie was a rocket scientist compared to that boy who wanted to get beer pong into the olympics.', 'What was his name, sweetheart?', ""Curtis, and I'm pretty sure he was joking."", ""I don't know. That petition looked real to me."", 'Yeah, okay, I think this ends the ex-boyfriend portion of our evening.']",False
